"inventory_id";"snapshot_date";"warehouse_id";"product_id";"stock_on_hand";"reorder_point";"safety_stock";"inventory_value";"days_of_inventory";"snapshot_date_clean"
"INV000343";"2023-09-17";"W037";"P0368";"74";46;28;1965247.75;8.8;"2023-09-17"
"INV000344";"2025-08-20";"W025";"P0082";"549";134;71;1082830.01;123.1;"2025-08-20"
"INV000345";"2025-12-13";"W006";"P0117";"247";28;15;3518393.9;15.8;"2025-12-13"
"INV000346";"2025-05-14";"W041";"P0060";"341";19;6;10334409.26;19.8;"2025-05-14"
"INV000347";"2024-08-24";"W042";"P0265";"899";194;84;2162309.82;61.2;"2024-08-24"
"INV000349";"2023-04-12";"W034";"P0255";"843";165;63;16146333.49;130.0;"2023-04-12"
"INV000350";"2023-12-14";"W048";"P0491";"0";78;32;0.0;0.0;"2023-12-14"
"INV000352";"2024-12-12";"W026";"P0388";"196";150;61;7027932.67;18.4;"2024-12-12"
"INV000353";"2025-10-20";"W027";"P0291";"";140;80;6876211.51;123.2;"2025-10-20"
"INV000354";"2025-08-09";"W007";"P0076";"972";143;43;28446547.6;119.5;"2025-08-09"
"INV000355";"2025-03-12";"W034";"P0090";"747";193;69;23124422.1;93.2;"2025-03-12"
"INV000356";"2023-02-20";"W034";"P0409";"330";105;62;8588514.8;105.4;"2023-02-20"
"INV000357";"2024-09-09";"W035";"P0185";"313";41;16;5675528.83;24.8;"2024-09-09"
"INV000358";"2024-04-25";"W013";"P0389";"672";187;63;32858080.26;43.6;"2024-04-25"
"INV000359";"2023-06-22";"W006";"P0197";"17773";163;95;29681501.09;1768.9;"2023-06-22"
"INV000360";"2023-08-06";"W017";"P0150";"";108;49;0.0;0.0;"2023-08-06"
"INV000361";"2023-04-05";"W048";"P0389";"105";187;117;2903097.89;20.7;"2023-04-05"
"INV000362";"2024-03-06";"W038";"P0100";"";58;22;6709881.42;15.6;"2024-03-06"
"INV000364";"2025-11-19";"W010";"P0036";"501";64;35;2125114.66;29.7;"2025-11-19"
"INV000365";"2023-07-16";"W011";"P0242";"";74;47;32077992.82;50.7;"2023-07-16"
"INV000366";"2023-10-04";"W037";"P0426";"107";104;39;3682807.48;6.0;"2023-10-04"
"INV000368";"2024-04-17";"W009";"P0491";"331";78;23;9671016.27;31.3;"2024-04-17"
"INV000370";"2024-10-01";"W007";"P0372";"177";17;7;798208.79;11.6;"2024-10-01"
"INV000371";"2024-08-04";"W029";"P0333";"374";127;59;12605121.02;23.6;"2024-08-04"
"INV000372";"2025-11-28";"W007";"P0394";"627";183;78;12302368.29;40.6;"2025-11-28"
"INV000374";"2023-04-19";"W049";"P0375";"321";172;74;383466.27;87.6;"2023-04-19"
"INV000376";"2023-07-20";"W035";"P0363";"10213";188;108;484547356.31;550.7;"2023-07-20"
"INV000377";"2023-08-03";"W026";"P0051";"0";12;4;0.0;0.0;"2023-08-03"
"INV000378";"2025-04-06";"W023";"P0340";"384";181;124;5732655.68;288.8;"2025-04-06"
"INV000381";"2025-08-11";"W034";"P0102";"10736";113;44;176856606.2;586.5;"2025-08-11"
"INV000382";"2024-05-21";"W033";"P0016";"17762";140;68;238657505.93;1983.5;"2024-05-21"
"INV000383";"2025-01-17";"W039";"P0333";"0";127;73;0.0;0.0;"2025-01-17"
"INV000384";"2023-03-12";"W025";"P0086";"400";117;51;18448445.41;25.5;"2023-03-12"
"INV000385";"2024-10-09";"W009";"P0338";"15170";46;27;231787973.89;853.8;"2024-10-09"
"INV000386";"2025-12-28";"W039";"P0260";"658";83;46;11948678.52;57.0;"2025-12-28"
"INV000387";"2023-09-16";"W018";"P0052";"382";159;53;14625017.8;21.5;"2023-09-16"
"INV000389";"2023-02-06";"W006";"P0105";"591";57;38;6903419.1;32.8;"2023-02-06"
"INV000390";"2023-05-09";"W014";"P0047";"526";36;21;8619367.15;37.5;"2023-05-09"
"INV000391";"2024-01-03";"W017";"P0078";"307";187;109;5125719.25;20.0;"2024-01-03"
"INV000392";"2024-05-27";"W029";"P0495";"187";164;53;6301015.29;10.2;"2024-05-27"
"INV000393";"2024-04-06";"W008";"P0461";"260";91;51;2209488.65;18.0;"2024-04-06"
"INV000394";"2023-08-23";"W037";"P0100";"427";58;21;782754.71;71.8;"2023-08-23"
"INV000396";"2024-02-15";"W045";"P0394";"746";183;76;33523471.01;60.5;"2024-02-15"
"INV000397";"2024-09-01";"W043";"P0497";"165";160;56;6103839.95;14.7;"2024-09-01"
"INV000398";"2023-12-15";"W015";"P0194";"442";22;11;7911593.97;86.8;"2023-12-15"
"INV000400";"2023-06-01";"W031";"P0286";"86";125;60;833513.42;20.9;"2023-06-01"
"INV000401";"2025-09-13";"W012";"P0189";"567";169;104;13463224.13;39.7;"2025-09-13"
"INV000402";"2024-09-06";"W026";"P0143";"863";83;57;4553132.49;52.3;"2024-09-06"
"INV000404";"2023-01-04";"W018";"P0184";"204";199;109;4003995.08;20.9;"2023-01-04"
"INV000405";"2024-10-20";"W049";"P0443";"472";16;10;18038290.31;63.9;"2024-10-20"
"INV000408";"2025-10-02";"W047";"P0188";"764";39;14;37137592.73;43.6;"2025-10-02"
"INV000410";"2024-05-03";"W022";"P0008";"15748";84;54;635927530.81;2609.4;"2024-05-03"
"INV000411";"2025-01-24";"W047";"P0037";"680";126;64;17720932.69;43.8;"2025-01-24"
"INV000412";"2025-07-28";"W046";"P0380";"453";45;22;10042673.31;23.5;"2025-07-28"
"INV000413";"2025-03-31";"W028";"P0249";"11980";96;33;441997859.1;1817.5;"2025-03-31"
"INV000414";"2023-01-13";"W049";"P0320";"243";66;26;8206651.88;28.6;"2023-01-13"
"INV000415";"2023-09-26";"W001";"P0143";"";83;35;20208069.64;197.0;"2023-09-26"
"INV000416";"2023-08-20";"W027";"P0056";"268";189;71;13272876.66;66.9;"2023-08-20"
"INV000419";"2024-12-08";"W029";"P0326";"637";153;47;21361238.38;37.1;"2024-12-08"
"INV000421";"2023-08-05";"W045";"P0232";"597";23;14;14539701.64;64.3;"2023-08-05"
"INV000422";"2025-03-01";"W033";"P0231";"484";47;23;11637827.77;27.5;"2025-03-01"
"INV000423";"2023-09-28";"W022";"P0227";"";89;40;26636102.14;34.2;"2023-09-28"
"INV000428";"2024-03-11";"W009";"P0228";"879";82;34;2747626.54;44.0;"2024-03-11"
"INV000430";"2024-09-03";"W024";"P0460";"428";19;7;17857415.42;31.2;"2024-09-03"
"INV000431";"2025-11-22";"W027";"P0472";"715";93;53;9568688.76;43.6;"2025-11-22"
"INV000432";"2024-12-30";"W006";"P0113";"933";160;90;27645005.59;75.8;"2024-12-30"
"INV000433";"2023-02-17";"W005";"P0172";"";43;22;9324007.44;13.4;"2023-02-17"
"INV000435";"2023-08-29";"W005";"P0232";"651";23;15;12745804.4;60.6;"2023-08-29"
"INV000437";"2025-01-02";"W012";"P0158";"12956";85;48;327161754.29;1639.4;"2025-01-02"
"INV000438";"2025-01-26";"W005";"P0212";"645";33;13;25019211.23;59.3;"2025-01-26"
"INV000439";"2023-07-11";"W010";"P0205";"950";39;25;13935433.11;700.5;"2023-07-11"
"INV000441";"2025-10-20";"W011";"P0161";"0";173;99;0.0;0.0;"2025-10-20"
"INV000442";"2024-07-22";"W012";"P0085";"";93;37;284383.05;5.5;"2024-07-22"
"INV000443";"2023-10-05";"W026";"P0140";"399";114;65;18262011.01;21.8;"2023-10-05"
"INV000444";"2024-07-19";"W037";"P0328";"631";148;86;31370767.26;35.1;"2024-07-19"
"INV000445";"2023-09-13";"W041";"P0297";"418";62;36;10268164.5;29.8;"2023-09-13"
"INV000446";"2024-04-09";"W032";"P0262";"298";86;29;8364929.7;20.2;"2024-04-09"
"INV000447";"2025-11-13";"W012";"P0055";"975";55;31;23874539.43;107.0;"2025-11-13"
"INV000448";"2025-07-31";"W009";"P0211";"763";19;12;36259627.32;130.5;"2025-07-31"
"INV000450";"2023-09-20";"W044";"P0267";"702";151;59;10666860.43;80.3;"2023-09-20"
"INV000452";"2024-10-23";"W030";"P0467";"521";178;90;22322881.19;48.8;"2024-10-23"
"INV000453";"2024-01-22";"W006";"P0037";"839";126;73;34013407.09;368.5;"2024-01-22"
"INV000454";"2023-05-18";"W006";"P0152";"69";185;113;2072799.94;4.7;"2023-05-18"
"INV000456";"2025-06-24";"W005";"P0184";"441";199;71;13942403.63;89.7;"2025-06-24"
"INV000457";"2024-02-24";"W002";"P0003";"603";189;73;15672960.77;55.1;"2024-02-24"
"INV000458";"2023-09-29";"W045";"P0181";"";120;49;19184774.51;113.2;"2023-09-29"
"INV000459";"2025-12-12";"W042";"P0366";"676";64;35;27752595.03;38.1;"2025-12-12"
"INV000460";"2025-03-02";"W043";"P0140";"99";114;66;1783425.13;7.6;"2025-03-02"
"INV000461";"2024-04-13";"W017";"P0153";"819";165;56;5294405.52;72.8;"2024-04-13"
"INV000462";"2025-03-31";"W043";"P0180";"15883";120;49;740028871.82;4154.9;"2025-03-31"
"INV000463";"2023-09-27";"W020";"P0359";"362";11;3;12985969.1;69.5;"2023-09-27"
"INV000464";"2025-01-23";"W007";"P0403";"60";111;67;1419372.68;3.8;"2025-01-23"
"INV000465";"2023-06-10";"W008";"P0027";"509";125;82;1702556.49;26.8;"2023-06-10"
"INV000466";"2023-12-24";"W003";"P0214";"";138;74;24749233.0;42.8;"2023-12-24"
"INV000467";"2023-06-01";"W027";"P0451";"889";160;76;17364108.3;437.2;"2023-06-01"
"INV000468";"2024-04-07";"W002";"P0461";"567";91;33;7951855.94;38.5;"2024-04-07"
"INV000469";"2023-06-20";"W044";"P0111";"598";154;102;19696119.0;198.2;"2023-06-20"
"INV000470";"2023-05-13";"W010";"P0298";"674";63;25;22988515.53;193.1;"2023-05-13"
"INV000471";"2023-06-05";"W040";"P0387";"19158";110;66;170964127.28;1763.0;"2023-06-05"
"INV000472";"2025-11-20";"W031";"P0373";"267";106;50;10816535.59;38.5;"2025-11-20"
"INV000473";"2025-10-26";"W010";"P0300";"344";73;47;10685407.29;32.9;"2025-10-26"
"INV000474";"2025-02-13";"W004";"P0453";"857";24;8;3778224.66;58.8;"2025-02-13"
"INV000475";"2025-04-21";"W031";"P0352";"649";47;23;12136538.83;68.5;"2025-04-21"
"INV000476";"2023-02-18";"W037";"P0120";"566";189;112;6478698.22;45.8;"2023-02-18"
"INV000478";"2025-02-20";"W035";"P0060";"724";19;8;33504338.96;51.7;"2025-02-20"
"INV000479";"2023-03-02";"W050";"P0260";"724";83;54;5476592.15;83.3;"2023-03-02"
"INV000480";"2023-07-15";"W047";"P0278";"587";129;85;23430568.91;30.8;"2023-07-15"
"INV000481";"2023-06-29";"W021";"P0343";"485";109;40;8930342.69;225.2;"2023-06-29"
"INV000482";"2023-12-09";"W026";"P0257";"886";105;44;21893789.85;64.9;"2023-12-09"
"INV000485";"2023-07-05";"W020";"P0470";"970";44;17;7849832.48;114.3;"2023-07-05"
"INV000486";"2025-06-04";"W002";"P0189";"887";169;51;93277.97;47.4;"2025-06-04"
"INV000487";"2023-04-21";"W017";"P0174";"72";54;34;854519.75;4.1;"2023-04-21"
"INV000488";"2024-03-30";"W001";"P0200";"126";100;31;5680662.71;7.7;"2024-03-30"
"INV000489";"2023-11-15";"W033";"P0077";"428";79;47;3929685.13;24.2;"2023-11-15"
"INV000490";"2024-01-12";"W015";"P0187";"370";49;28;7262167.48;23.0;"2024-01-12"
"INV000491";"2025-10-26";"W044";"P0294";"107";158;109;3677947.74;14.7;"2025-10-26"
"INV000493";"2024-01-03";"W024";"P0276";"0";165;85;0.0;0.0;"2024-01-03"
"INV000494";"2023-12-01";"W027";"P0048";"885";164;82;16979103.12;61.8;"2023-12-01"
"INV000495";"2023-12-22";"W041";"P0427";"539";197;110;11269347.0;31.5;"2023-12-22"
"INV000496";"2023-07-19";"W010";"P0490";"640";145;98;8976945.08;46.1;"2023-07-19"
"INV000497";"2023-03-23";"W040";"P0040";"724";30;9;1750084.81;98.6;"2023-03-23"
"INV000498";"2024-12-27";"W021";"P0479";"295";45;16;7654666.31;30.7;"2024-12-27"
"INV000499";"2025-05-21";"W009";"P0451";"298";160;101;2126867.82;18.3;"2025-05-21"
"INV000501";"2025-12-26";"W028";"P0151";"59";189;73;2671331.74;7.2;"2025-12-26"
"INV000502";"2023-11-28";"W022";"P0157";"898";145;59;31342619.81;57.1;"2023-11-28"
"INV000503";"2023-05-21";"W024";"P0387";"155";110;52;1822011.25;8.5;"2023-05-21"
"INV000504";"2023-10-23";"W013";"P0306";"0";145;85;0.0;0.0;"2023-10-23"
"INV000505";"2024-08-19";"W047";"P0085";"506";93;36;23621869.29;78.3;"2024-08-19"
"INV000506";"2024-06-12";"W039";"P0030";"504";195;90;13562962.46;89.9;"2024-06-12"
"INV000507";"2025-02-24";"W032";"P0378";"9964";33;20;259470764.8;6033.7;"2025-02-24"
"INV000509";"2025-09-25";"W010";"P0053";"459";20;6;6604245.66;28.5;"2025-09-25"
"INV000511";"2024-08-19";"W005";"P0016";"945";140;47;39455264.05;138.4;"2024-08-19"
"INV000512";"2023-09-10";"W035";"P0159";"30";183;97;1350939.74;3.8;"2023-09-10"
"INV000513";"2023-01-22";"W014";"P0174";"592";54;24;8169911.35;61.8;"2023-01-22"
"INV000515";"2023-04-18";"W001";"P0491";"19460";78;44;381187650.58;2996.8;"2023-04-18"
"INV000517";"2025-10-18";"W020";"P0480";"0";112;48;0.0;0.0;"2025-10-18"
"INV000518";"2024-09-13";"W044";"P0178";"51";92;36;2057633.77;5.5;"2024-09-13"
"INV000519";"2025-10-08";"W045";"P0128";"951";142;52;34198830.95;59.9;"2025-10-08"
"INV000520";"2025-05-07";"W010";"P0108";"";84;41;8103475.04;118.4;"2025-05-07"
"INV000521";"2025-06-16";"W048";"P0080";"636";157;99;3944949.27;40.3;"2025-06-16"
"INV000522";"2025-07-10";"W038";"P0483";"";195;97;24429537.25;67.4;"2025-07-10"
"INV000523";"2025-10-20";"W042";"P0487";"375";149;94;6172539.48;23.6;"2025-10-20"
"INV000524";"2025-09-27";"W013";"P0068";"";141;84;2071143.1;5.0;"2025-09-27"
"INV000525";"2025-02-25";"W050";"P0020";"0";194;96;0.0;0.0;"2025-02-25"
"INV000526";"2025-07-25";"W008";"P0210";"219";80;37;2051791.85;19.9;"2025-07-25"
"INV000527";"2024-08-30";"W017";"P0128";"443";142;99;10578423.51;80.2;"2024-08-30"
"INV000528";"2025-05-13";"W035";"P0226";"901";183;58;42348708.58;100.5;"2025-05-13"
"INV000529";"2025-04-23";"W002";"P0236";"437";145;75;8981860.51;22.1;"2025-04-23"
"INV000530";"2023-07-09";"W014";"P0097";"554";32;9;21882638.9;29.4;"2023-07-09"
"INV000531";"2024-02-26";"W001";"P0226";"781";183;73;24771463.41;52.6;"2024-02-26"
"INV000532";"2024-02-24";"W028";"P0096";"0";167;74;0.0;0.0;"2024-02-24"
"INV000533";"2025-01-16";"W018";"P0241";"663";139;69;1936142.23;117.1;"2025-01-16"
"INV000534";"2023-06-07";"W018";"P0393";"649";180;122;7547256.88;199.3;"2023-06-07"
"INV000535";"2024-10-02";"W039";"P0121";"16973";20;8;228122532.99;951.6;"2024-10-02"
"INV000536";"2024-04-11";"W027";"P0147";"";46;32;17387107.23;113.2;"2024-04-11"
"INV000537";"2025-07-28";"W030";"P0197";"0";163;93;0.0;0.0;"2025-07-28"
"INV000538";"2023-01-10";"W031";"P0241";"";139;76;0.0;0.0;"2023-01-10"
"INV000539";"2025-03-30";"W003";"P0050";"0";173;101;0.0;0.0;"2025-03-30"
"INV000541";"2024-03-13";"W044";"P0089";"278";154;103;13093506.4;35.3;"2024-03-13"
"INV000542";"2025-02-16";"W010";"P0102";"19861";113;62;405414028.31;1716.7;"2025-02-16"
"INV000543";"2023-07-28";"W022";"P0229";"965";164;57;22454177.25;129.5;"2023-07-28"
"INV000545";"2025-07-19";"W022";"P0473";"141";159;98;2958668.15;9.6;"2025-07-19"
"INV000546";"2025-03-29";"W044";"P0123";"594";54;24;19118729.29;212.4;"2025-03-29"
"INV000547";"2023-08-18";"W039";"P0017";"42";184;55;699868.46;2.7;"2023-08-18"
"INV000548";"2023-12-17";"W045";"P0307";"729";35;21;33915660.29;41.2;"2023-12-17"
"INV000549";"2024-12-07";"W011";"P0235";"184";30;17;4287316.22;21.8;"2024-12-07"
"INV000550";"2024-04-05";"W030";"P0039";"984";24;9;2312325.75;272.6;"2024-04-05"
"INV000551";"2023-02-14";"W007";"P0401";"304";199;111;4695523.71;28.6;"2023-02-14"
"INV000552";"2024-01-10";"W042";"P0003";"630";189;80;11479011.11;166.8;"2024-01-10"
"INV000554";"2024-02-12";"W030";"P0053";"882";20;10;41155859.24;69.3;"2024-02-12"
"INV000555";"2024-09-14";"W008";"P0011";"732";128;87;24199667.3;408.9;"2024-09-14"
"INV000556";"2025-03-17";"W017";"P0366";"676";64;28;11923411.83;57.6;"2025-03-17"
"INV000557";"2024-12-28";"W033";"P0466";"531";69;33;7153523.5;122.2;"2024-12-28"
"INV000558";"2025-02-27";"W009";"P0382";"";194;100;1733848.64;17.3;"2025-02-27"
"INV000559";"2023-11-03";"W025";"P0405";"471";147;46;8043870.01;39.7;"2023-11-03"
"INV000560";"2025-01-07";"W025";"P0297";"122";62;37;3525717.14;38.9;"2025-01-07"
"INV000561";"2024-04-11";"W014";"P0246";"17891";20;10;578253619.67;4059.2;"2024-04-11"
"INV000563";"2025-05-05";"W035";"P0345";"576";164;109;27279300.98;38.9;"2025-05-05"
"INV000564";"2023-09-13";"W023";"P0052";"736";159;105;5435020.16;62.5;"2023-09-13"
"INV000567";"2024-11-14";"W017";"P0396";"520";66;26;10197063.21;40.0;"2024-11-14"
"INV000568";"2024-04-25";"W009";"P0139";"662";94;49;4880148.4;170.3;"2024-04-25"
"INV000569";"2024-05-29";"W007";"P0234";"728";19;9;1461144.86;91.4;"2024-05-29"
"INV000570";"2024-09-01";"W021";"P0189";"998";169;92;49611698.92;247.9;"2024-09-01"
"INV000571";"2023-05-20";"W015";"P0083";"";129;44;7712307.63;41.3;"2023-05-20"
"INV000574";"2024-07-28";"W010";"P0377";"287";152;100;8460661.44;115.0;"2024-07-28"
"INV000576";"2023-04-14";"W008";"P0294";"588";158;104;22598999.8;207.3;"2023-04-14"
"INV000578";"2023-07-07";"W027";"P0379";"121";31;15;529518.7;7.6;"2023-07-07"
"INV000581";"2024-12-07";"W045";"P0155";"587";18;11;14157322.12;162.1;"2024-12-07"
"INV000583";"2025-02-03";"W041";"P0327";"";200;69;0.0;0.0;"2025-02-03"
"INV000584";"2025-05-11";"W026";"P0301";"971";63;38;20574333.93;69.5;"2025-05-11"
"INV000585";"2025-02-01";"W009";"P0453";"625";24;8;27452681.63;32.1;"2025-02-01"
"INV000587";"2024-12-27";"W041";"P0037";"";126;83;5548851.55;14.3;"2024-12-27"
"INV000589";"2024-05-31";"W006";"P0071";"";136;88;19472411.87;157.7;"2024-05-31"
"INV000591";"2024-11-04";"W031";"P0421";"";53;25;7189689.89;36.3;"2024-11-04"
"INV000593";"2024-11-07";"W003";"P0273";"689";156;76;3702172.68;364.7;"2024-11-07"
"INV000595";"2025-09-24";"W040";"P0192";"259";65;43;7890605.6;33.4;"2025-09-24"
"INV000597";"2023-12-20";"W015";"P0492";"443";54;25;9099227.86;149.6;"2023-12-20"
"INV000598";"2023-09-24";"W001";"P0219";"13653";179;104;397319261.99;1230.3;"2023-09-24"
"INV000599";"2023-07-17";"W047";"P0070";"390";28;9;8571875.37;32.3;"2023-07-17"
"INV000600";"2024-05-23";"W020";"P0363";"";188;72;4735009.58;20.6;"2024-05-23"
"INV000601";"2024-12-05";"W022";"P0460";"724";19;6;22113143.09;52.1;"2024-12-05"
"INV000602";"2025-01-19";"W011";"P0280";"741";90;45;20265312.0;39.7;"2025-01-19"
"INV000603";"2024-12-20";"W030";"P0427";"25";197;126;21826.12;4.8;"2024-12-20"
"INV000604";"2025-11-11";"W009";"P0335";"";124;52;32953133.42;226.1;"2025-11-11"
"INV000606";"2025-05-08";"W034";"P0033";"232";73;48;9312606.96;17.0;"2025-05-08"
"INV000608";"2025-06-21";"W020";"P0275";"0";186;62;0.0;0.0;"2025-06-21"
"INV000609";"2024-10-28";"W012";"P0041";"498";73;45;9562473.35;55.3;"2024-10-28"
"INV000610";"2025-09-23";"W040";"P0325";"881";124;40;32622684.41;466.3;"2025-09-23"
"INV000611";"2023-03-10";"W023";"P0215";"";139;81;658629.82;32.1;"2023-03-10"
"INV000612";"2025-10-01";"W023";"P0156";"656";116;49;25478765.17;161.0;"2025-10-01"
"INV000613";"2025-08-20";"W024";"P0317";"989";70;34;43266676.06;112.8;"2025-08-20"
"INV000614";"2024-02-16";"W004";"P0492";"637";54;30;15580169.26;192.1;"2024-02-16"
"INV000615";"2024-12-29";"W015";"P0035";"442";148;83;13454506.52;36.3;"2024-12-29"
"INV000616";"2025-02-09";"W038";"P0462";"13549";55;31;334772812.76;836.5;"2025-02-09"
"INV000617";"2025-05-09";"W020";"P0407";"";100;67;9122420.84;18.3;"2025-05-09"
"INV000618";"2024-11-16";"W011";"P0073";"682";73;24;14451783.6;38.5;"2024-11-16"
"INV000619";"2025-09-25";"W025";"P0301";"101";63;30;1341495.45;6.1;"2025-09-25"
"INV000620";"2025-06-13";"W006";"P0268";"643";24;15;31317623.83;43.7;"2025-06-13"
"INV000621";"2023-04-22";"W047";"P0498";"651";190;126;25392519.62;33.8;"2023-04-22"
"INV000623";"2025-06-04";"W008";"P0403";"721";111;57;19737096.86;60.3;"2025-06-04"
"INV000624";"2024-07-11";"W043";"P0381";"56";80;42;492041.46;3.7;"2024-07-11"
"INV000625";"2025-01-07";"W027";"P0418";"6257";32;11;165597852.64;412.9;"2025-01-07"
"INV000626";"2023-12-05";"W049";"P0046";"";87;58;1256744.17;3.5;"2023-12-05"
"INV000627";"2025-07-23";"W003";"P0211";"477";19;6;12881129.87;27.2;"2025-07-23"
"INV000628";"2024-10-17";"W002";"P0048";"674";164;92;10310227.16;39.6;"2024-10-17"
"INV000630";"2023-12-15";"W028";"P0040";"0";30;17;0.0;0.0;"2023-12-15"
"INV000631";"2025-02-17";"W015";"P0459";"0";13;4;0.0;0.0;"2025-02-17"
"INV000634";"2023-09-11";"W013";"P0055";"";55;27;341994116.03;1543.4;"2023-09-11"
"INV000635";"2024-05-27";"W001";"P0477";"18";183;114;552034.47;1.0;"2024-05-27"
"INV000636";"2024-11-27";"W047";"P0320";"861";66;32;27062806.25;129.0;"2024-11-27"
"INV000637";"2025-10-01";"W026";"P0014";"297";127;88;8370768.93;60.2;"2025-10-01"
"INV000638";"2025-07-20";"W022";"P0052";"684";159;95;21293992.72;197.7;"2025-07-20"
"INV000643";"2024-10-18";"W021";"P0038";"139";49;15;4056133.68;9.9;"2024-10-18"
"INV000644";"2024-04-05";"W044";"P0323";"645";61;19;389286.27;34.6;"2024-04-05"
"INV000645";"2024-10-17";"W017";"P0263";"";45;25;5949742.84;135.7;"2024-10-17"
"INV000646";"2024-02-03";"W024";"P0390";"67";74;50;2942928.26;23.5;"2024-02-03"
"INV000648";"2024-10-21";"W021";"P0169";"999";126;73;19849934.84;346.2;"2024-10-21"
"INV000649";"2023-09-08";"W044";"P0127";"277";113;76;2719902.92;22.3;"2023-09-08"
"INV000650";"2024-03-21";"W002";"P0417";"";36;13;16834282.77;107.9;"2024-03-21"
"INV000651";"2023-04-10";"W024";"P0292";"";104;42;10557749.31;36.2;"2023-04-10"
"INV000653";"2023-09-05";"W015";"P0422";"42";183;111;101790.66;3.5;"2023-09-05"
"INV000654";"2024-09-09";"W019";"P0011";"788";128;85;21074308.88;127.1;"2024-09-09"
"INV000655";"2024-10-27";"W006";"P0189";"225";169;112;9055617.07;43.1;"2024-10-27"
"INV000656";"2023-12-11";"W045";"P0428";"5458";146;49;114411502.42;420.6;"2023-12-11"
"INV000658";"2025-09-03";"W047";"P0077";"";79;49;689467.82;15.2;"2025-09-03"
"INV000659";"2025-07-29";"W006";"P0070";"856";28;10;18175032.05;237.9;"2025-07-29"
"INV000660";"2024-02-24";"W004";"P0399";"40";131;61;148573.25;6.5;"2024-02-24"
"INV000661";"2025-08-17";"W010";"P0061";"";39;21;3303815.98;11.6;"2025-08-17"
"INV000662";"2025-04-20";"W014";"P0207";"906";49;32;260437.54;312.8;"2025-04-20"
"INV000663";"2025-06-11";"W048";"P0277";"344";98;46;9669669.23;110.0;"2025-06-11"
"INV000665";"2023-11-20";"W002";"P0019";"726";78;43;3184086.69;140.7;"2023-11-20"
"INV000666";"2024-04-27";"W049";"P0077";"0";79;24;0.0;0.0;"2024-04-27"
"INV000667";"2024-03-12";"W006";"P0290";"913";91;38;35412213.53;192.8;"2024-03-12"
"INV000669";"2024-10-03";"W033";"P0198";"512";75;24;6673652.22;192.0;"2024-10-03"
"INV000670";"2024-05-23";"W028";"P0306";"87";145;57;1013616.38;11.2;"2024-05-23"
"INV000671";"2024-05-15";"W026";"P0355";"161";100;49;8019528.78;28.5;"2024-05-15"
"INV000674";"2025-05-20";"W042";"P0429";"578";82;38;3487634.36;37.1;"2025-05-20"
"INV000675";"2025-03-10";"W050";"P0113";"603";160;53;7114595.67;34.0;"2025-03-10"
"INV000676";"2024-10-15";"W004";"P0166";"554";35;18;27175760.41;119.5;"2024-10-15"
"INV000678";"2023-05-09";"W038";"P0414";"549";17;9;20914448.08;51.7;"2023-05-09"
"INV000679";"2023-10-30";"W024";"P0105";"725";57;30;30343586.15;39.3;"2023-10-30"
"INV000680";"2024-05-22";"W011";"P0469";"951";143;95;31438959.2;77.7;"2024-05-22"
"INV000681";"2024-08-10";"W019";"P0068";"475";141;70;1209402.41;26.5;"2024-08-10"
