"shipment_id";"order_id";"warehouse_id";"carrier_name";"dispatch_date";"delivery_date";"shipping_cost";"shipping_status";"dispatch_date_clean";"delivery_date_clean";"rn"
"SHP000210";"";"W038";"";"2024-01-09";"2024-01-11";1593.9;"Delayed";"2024-01-09";"2024-01-11";1
"SHP000211";"ORD006243";"W009";"Blue Dart";"2025-10-08";"2025-10-14";1682.7;"Delivered";"2025-10-08";"2025-10-14";1
"SHP000212";"ORD002479";"W018";"XpressBees";"2024-01-12";"2024-01-24";1824.5;"Delivered";"2024-01-12";"2024-01-24";1
"SHP000213";"ORD007666";"W044";"";"2023-10-03";"2023-10-20";1720.79;"Delivered";"2023-10-03";"2023-10-20";1
"SHP000214";"ORD006955";"W017";"";"2025-06-09";"2025-06-30";462.13;"Delivered";"2025-06-09";"2025-06-30";1
"SHP000215";"ORD003892";"W045";"XpressBees";"2023-06-24";"";1982.74;"In Transit";"2023-06-24";"";1
"SHP000216";"ORD014027";"W026";"FedEx";"2025-12-20";"2026-01-16";1749.43;"Delivered";"2025-12-20";"2026-01-16";1
"SHP000217";"ORD004914";"W022";"Ekart";"2023-05-27";"2023-06-17";1580.07;"Delivered";"2023-05-27";"2023-06-17";1
"SHP000218";"ORD002339";"W040";"Ekart";"2024-12-26";"2025-01-13";1232.03;"Delivered";"2024-12-26";"2025-01-13";1
"SHP000219";"ORD013609";"W043";"DTDC";"2024-09-26";"2024-10-04";115.05;"Delivered";"2024-09-26";"2024-10-04";1
"SHP000220";"";"W001";"Gati";"2025-01-23";"2025-02-19";165.08;"Delivered";"2025-01-23";"2025-02-19";1
"SHP000221";"ORD014534";"W006";"DTDC";"2025-05-11";"";309.53;"In Transit";"2025-05-11";"";1
"SHP000222";"ORD007556";"W047";"Shadowfax";"2024-06-11";"2024-07-03";38249.26;"Delivered";"2024-06-11";"2024-07-03";1
"SHP000223";"ORD008382";"W015";"Delhivery";"2023-07-14";"2023-07-18";136.37;"Delivered";"2023-07-14";"2023-07-18";1
"SHP000224";"ORD012304";"W015";"";"2025-04-09";"2025-04-17";64.34;"Delayed";"2025-04-09";"2025-04-17";1
"SHP000225";"ORD002456";"W011";"Blue Dart";"2024-02-13";"2024-02-17";209.93;"Delivered";"2024-02-13";"2024-02-17";1
"SHP000226";"ORD005317";"W023";"Ekart";"2024-07-02";"2024-07-11";1654.87;"Delivered";"2024-07-02";"2024-07-11";1
"SHP000227";"ORD001455";"W026";"FedEx";"2023-07-28";"2023-08-23";1307.06;"Delivered";"2023-07-28";"2023-08-23";1
"SHP000228";"ORD011264";"W022";"Delhivery";"2023-08-26";"2023-08-28";1275.36;"Delivered";"2023-08-26";"2023-08-28";1
"SHP000229";"ORD007647";"W011";"XpressBees";"2025-02-20";"2025-03-08";250.37;"Delivered";"2025-02-20";"2025-03-08";1
"SHP000230";"ORD013660";"W029";"FedEx";"2024-05-17";"2024-06-07";1858.65;"Delivered";"2024-05-17";"2024-06-07";1
"SHP000231";"";"W031";"Ekart";"2023-05-11";"2023-05-23";945.23;"Delivered";"2023-05-11";"2023-05-23";1
"SHP000232";"ORD008398";"W044";"Blue Dart";"2025-06-13";"2025-07-07";523.28;"Delivered";"2025-06-13";"2025-07-07";1
"SHP000233";"ORD007341";"W021";"Gati";"2025-06-16";"2025-07-04";1688.57;"Delivered";"2025-06-16";"2025-07-04";1
"SHP000234";"ORD012042";"W002";"Shadowfax";"2025-03-15";"2025-03-22";388.75;"Delivered";"2025-03-15";"2025-03-22";1
"SHP000235";"ORD010247";"W039";"Delhivery";"2023-10-06";"2023-10-30";347.95;"Delivered";"2023-10-06";"2023-10-30";1
"SHP000236";"ORD002790";"W017";"DTDC";"2025-02-15";"";1418.96;"In Transit";"2025-02-15";"";1
"SHP000237";"ORD010782";"W038";"Ekart";"2024-03-29";"2024-04-10";1952.7;"Delivered";"2024-03-29";"2024-04-10";1
"SHP000238";"ORD002644";"W012";"Delhivery";"2023-03-12";"2023-03-15";1439.63;"Delivered";"2023-03-12";"2023-03-15";1
"SHP000239";"ORD013211";"W010";"Shadowfax";"2023-01-19";"2023-02-08";1782.55;"Delivered";"2023-01-19";"2023-02-08";1
"SHP000240";"ORD013596";"W020";"DTDC";"2023-01-16";"2023-02-10";53366.39;"Delivered";"2023-01-16";"2023-02-10";1
"SHP000241";"ORD001104";"W004";"XpressBees";"2025-06-20";"2025-06-27";353.9;"Delivered";"2025-06-20";"2025-06-27";1
"SHP000242";"ORD012820";"W009";"Gati";"2025-05-31";"2025-06-15";216.36;"Delivered";"2025-05-31";"2025-06-15";1
"SHP000243";"ORD010223";"W049";"Delhivery";"2024-03-10";"2024-03-29";1974.91;"Delivered";"2024-03-10";"2024-03-29";1
"SHP000244";"ORD005884";"W028";"Ekart";"2024-09-24";"2024-10-05";670.02;"Delivered";"2024-09-24";"2024-10-05";1
"SHP000245";"ORD006166";"W030";"Delhivery";"2023-11-29";"2023-12-17";943.35;"Delivered";"2023-11-29";"2023-12-17";1
"SHP000246";"ORD008296";"W005";"Ekart";"2025-06-18";"2025-06-30";1481.13;"Delivered";"2025-06-18";"2025-06-30";1
"SHP000247";"ORD014895";"W036";"Gati";"2023-12-06";"2023-12-29";481.07;"Delivered";"2023-12-06";"2023-12-29";1
"SHP000248";"ORD001094";"W044";"Shadowfax";"2024-08-16";"2024-08-27";749.51;"Delivered";"2024-08-16";"2024-08-27";1
"SHP000249";"";"W002";"Blue Dart";"2024-02-19";"2024-03-09";299.37;"Delivered";"2024-02-19";"2024-03-09";1
"SHP000250";"ORD008870";"W017";"Blue Dart";"2023-10-03";"2023-10-19";1965.5;"Delivered";"2023-10-03";"2023-10-19";1
"SHP000251";"ORD013458";"W037";"Ekart";"2024-10-25";"2024-11-13";1428.36;"Delivered";"2024-10-25";"2024-11-13";1
"SHP000252";"ORD013812";"W007";"Shadowfax";"2024-08-30";"2024-09-01";424.3;"Delivered";"2024-08-30";"2024-09-01";1
"SHP000253";"ORD013638";"W010";"FedEx";"2024-12-06";"";666.97;"In Transit";"2024-12-06";"";1
"SHP000254";"ORD011107";"W023";"Shadowfax";"2025-02-25";"2025-03-22";108.52;"Delivered";"2025-02-25";"2025-03-22";1
"SHP000255";"ORD012245";"W016";"Shadowfax";"2023-01-30";"2023-02-24";1777.25;"Delivered";"2023-01-30";"2023-02-24";1
"SHP000256";"ORD002365";"W028";"Delhivery";"2024-12-26";"2024-12-27";211.59;"Delivered";"2024-12-26";"2024-12-27";1
"SHP000257";"ORD013879";"W022";"Gati";"2025-04-13";"2025-04-14";78.34;"Delivered";"2025-04-13";"2025-04-14";1
"SHP000258";"ORD004652";"W047";"Shadowfax";"2024-07-30";"2024-08-16";609.57;"Delayed";"2024-07-30";"2024-08-16";1
"SHP000259";"ORD004493";"W007";"FedEx";"2025-06-09";"2025-06-29";1134.28;"Delivered";"2025-06-09";"2025-06-29";1
"SHP000260";"ORD003316";"W026";"DTDC";"2023-07-08";"2023-08-07";44049.97;"Delivered";"2023-07-08";"2023-08-07";1
"SHP000261";"";"W026";"Ekart";"2023-01-23";"2023-01-27";817.73;"Delivered";"2023-01-23";"2023-01-27";1
"SHP000262";"ORD008380";"W004";"XpressBees";"2025-04-02";"";1356.84;"Lost";"2025-04-02";"";1
"SHP000263";"ORD004717";"W045";"Blue Dart";"2023-03-25";"2023-03-31";824.1;"Delivered";"2023-03-25";"2023-03-31";1
"SHP000264";"ORD010175";"W042";"FedEx";"2024-11-19";"2024-11-23";1549.61;"Delivered";"2024-11-19";"2024-11-23";1
"SHP000265";"ORD010103";"W018";"XpressBees";"2024-10-31";"2024-11-03";949.87;"Delivered";"2024-10-31";"2024-11-03";1
"SHP000266";"ORD012044";"W005";"Gati";"2023-05-11";"";670.5;"In Transit";"2023-05-11";"";1
"SHP000267";"ORD007716";"W031";"FedEx";"2024-01-26";"2024-02-07";23675.1;"Delivered";"2024-01-26";"2024-02-07";1
"SHP000268";"ORD005349";"W021";"XpressBees";"2024-03-04";"2024-03-27";646.85;"Delivered";"2024-03-04";"2024-03-27";1
"SHP000269";"ORD002004";"W012";"Blue Dart";"2025-12-09";"2025-12-31";484.96;"Delivered";"2025-12-09";"2025-12-31";1
"SHP000270";"";"W028";"XpressBees";"2025-04-14";"2025-04-15";1022.58;"Delivered";"2025-04-14";"2025-04-15";1
"SHP000271";"ORD000437";"W027";"XpressBees";"2023-03-17";"2023-04-15";1114.95;"Delivered";"2023-03-17";"2023-04-15";1
"SHP000272";"ORD009247";"W045";"FedEx";"2024-01-22";"2024-02-11";922.61;"Delivered";"2024-01-22";"2024-02-11";1
"SHP000273";"ORD003004";"W023";"FedEx";"2023-12-19";"";358.93;"In Transit";"2023-12-19";"";1
"SHP000274";"";"W024";"Ekart";"2024-11-05";"2024-11-13";765.85;"Delivered";"2024-11-05";"2024-11-13";1
"SHP000275";"ORD003224";"W004";"XpressBees";"2023-10-29";"2023-11-15";1626.42;"Delivered";"2023-10-29";"2023-11-15";1
"SHP000276";"ORD007656";"W004";"Ekart";"2024-07-20";"2024-07-25";166.44;"Delivered";"2024-07-20";"2024-07-25";1
"SHP000277";"ORD009470";"W035";"Gati";"2025-08-11";"2025-08-23";482.51;"Delivered";"2025-08-11";"2025-08-23";1
"SHP000278";"ORD000090";"W035";"Blue Dart";"2023-03-27";"2023-04-17";759.16;"Delivered";"2023-03-27";"2023-04-17";1
"SHP000279";"ORD012938";"W041";"Ekart";"2023-12-03";"";32392.33;"In Transit";"2023-12-03";"";1
"SHP000280";"ORD006064";"W044";"FedEx";"2023-08-11";"2023-08-16";508.52;"Delivered";"2023-08-11";"2023-08-16";1
"SHP000281";"ORD004932";"W046";"Shadowfax";"2024-10-25";"2024-11-12";1225.83;"Delivered";"2024-10-25";"2024-11-12";1
"SHP000282";"ORD010882";"W019";"DTDC";"2025-11-30";"2025-12-05";1988.66;"Delayed";"2025-11-30";"2025-12-05";1
"SHP000283";"ORD011886";"W045";"Ekart";"2024-11-26";"2024-12-20";771.61;"Delayed";"2024-11-26";"2024-12-20";1
"SHP000284";"ORD003866";"W046";"Gati";"2025-05-07";"";1032.72;"In Transit";"2025-05-07";"";1
"SHP000285";"ORD001850";"W026";"XpressBees";"2024-08-06";"2024-08-24";517.43;"Delivered";"2024-08-06";"2024-08-24";1
"SHP000286";"";"W003";"";"2025-07-28";"2025-08-19";1419.43;"Delivered";"2025-07-28";"2025-08-19";1
"SHP000287";"ORD002765";"W021";"FedEx";"2024-03-24";"2024-03-30";620.04;"Delivered";"2024-03-24";"2024-03-30";1
"SHP000288";"ORD013170";"W010";"Shadowfax";"2023-05-18";"2023-05-30";667.24;"Delivered";"2023-05-18";"2023-05-30";1
"SHP000289";"ORD014171";"W030";"Delhivery";"2025-07-24";"2025-08-06";1594.6;"Delivered";"2025-07-24";"2025-08-06";1
"SHP000290";"ORD006382";"W032";"";"2024-05-02";"2024-05-31";608.41;"Delivered";"2024-05-02";"2024-05-31";1
"SHP000291";"ORD003515";"W040";"XpressBees";"2024-11-23";"2024-11-29";1348.18;"Delivered";"2024-11-23";"2024-11-29";1
"SHP000292";"ORD003020";"W005";"Blue Dart";"2024-03-07";"2024-03-21";454.45;"Delivered";"2024-03-07";"2024-03-21";1
"SHP000293";"ORD010471";"W040";"XpressBees";"2024-03-14";"2024-03-30";759.37;"Delivered";"2024-03-14";"2024-03-30";1
"SHP000294";"ORD008946";"W004";"Ekart";"2025-02-03";"2025-03-03";699.29;"Delivered";"2025-02-03";"2025-03-03";1
"SHP000295";"";"W016";"Gati";"2023-08-22";"";407.17;"In Transit";"2023-08-22";"";1
"SHP000296";"ORD012827";"W002";"Gati";"2024-01-10";"2024-02-06";1297.82;"Delivered";"2024-01-10";"2024-02-06";1
"SHP000297";"";"W022";"Gati";"2023-04-08";"2023-04-28";1931.9;"Delivered";"2023-04-08";"2023-04-28";1
"SHP000298";"ORD011304";"W024";"Blue Dart";"2023-11-10";"";1936.44;"Lost";"2023-11-10";"";1
"SHP000299";"ORD011094";"W015";"Delhivery";"2023-01-20";"2023-02-18";1595.39;"Delivered";"2023-01-20";"2023-02-18";1
"SHP000300";"ORD008678";"W028";"Gati";"2025-09-23";"2025-09-28";312.78;"Delivered";"2025-09-23";"2025-09-28";1
"SHP000301";"ORD002944";"W032";"Blue Dart";"2023-05-27";"2023-06-02";1221.18;"Delivered";"2023-05-27";"2023-06-02";1
"SHP000302";"ORD013348";"W009";"Delhivery";"2025-04-28";"";525.88;"Lost";"2025-04-28";"";1
"SHP000303";"ORD007209";"W002";"FedEx";"2023-08-01";"2023-08-12";1748.23;"Delivered";"2023-08-01";"2023-08-12";1
"SHP000304";"ORD003776";"W006";"";"2023-06-09";"2023-07-03";1823.48;"Delayed";"2023-06-09";"2023-07-03";1
"SHP000305";"ORD001806";"W015";"DTDC";"2024-01-01";"2024-01-16";1034.47;"Delivered";"2024-01-01";"2024-01-16";1
"SHP000306";"";"W041";"FedEx";"2025-07-14";"2025-07-21";704.01;"Delivered";"2025-07-14";"2025-07-21";1
"SHP000307";"ORD009246";"W031";"Shadowfax";"2023-12-10";"2023-12-20";381.79;"Delivered";"2023-12-10";"2023-12-20";1
"SHP000308";"ORD009719";"W043";"Gati";"2024-10-05";"";1091.91;"In Transit";"2024-10-05";"";1
"SHP000309";"ORD012074";"W036";"XpressBees";"2023-08-25";"2023-08-26";651.86;"Delivered";"2023-08-25";"2023-08-26";1
"SHP000310";"ORD013429";"W015";"Delhivery";"2025-11-13";"2025-12-09";1924.15;"Delivered";"2025-11-13";"2025-12-09";1
"SHP000311";"ORD011257";"W026";"XpressBees";"2023-06-09";"2023-06-10";533.07;"Delivered";"2023-06-09";"2023-06-10";1
"SHP000312";"ORD004601";"W042";"DTDC";"2025-12-16";"2026-01-11";1687.19;"Delivered";"2025-12-16";"2026-01-11";1
"SHP000313";"ORD002482";"W048";"XpressBees";"2025-10-20";"2025-11-13";1730.91;"Delayed";"2025-10-20";"2025-11-13";1
"SHP000314";"ORD006848";"W015";"XpressBees";"2024-09-04";"2024-09-11";422.3;"Delivered";"2024-09-04";"2024-09-11";1
"SHP000315";"ORD014194";"W030";"Gati";"2024-10-04";"2024-10-25";1003.74;"Delivered";"2024-10-04";"2024-10-25";1
"SHP000316";"ORD014159";"W045";"XpressBees";"2024-08-17";"2024-09-05";1645.65;"Delivered";"2024-08-17";"2024-09-05";1
"SHP000317";"ORD001585";"W028";"FedEx";"2023-09-07";"2023-09-08";1485.07;"Delivered";"2023-09-07";"2023-09-08";1
"SHP000318";"ORD014705";"W035";"DTDC";"2024-03-29";"2024-04-17";1711.18;"Delivered";"2024-03-29";"2024-04-17";1
"SHP000319";"ORD005923";"W031";"Blue Dart";"2025-12-14";"2025-12-19";53196.66;"Delivered";"2025-12-14";"2025-12-19";1
"SHP000320";"ORD005365";"W032";"XpressBees";"2024-06-22";"2024-07-20";761.66;"Delivered";"2024-06-22";"2024-07-20";1
"SHP000321";"ORD010399";"W016";"";"2025-06-11";"2025-07-05";1343.5;"Delivered";"2025-06-11";"2025-07-05";1
"SHP000322";"ORD000423";"W049";"Blue Dart";"2023-07-23";"2023-08-05";1953.44;"Delivered";"2023-07-23";"2023-08-05";1
"SHP000323";"ORD014185";"W036";"Blue Dart";"2025-12-30";"2026-01-19";1246.55;"Delivered";"2025-12-30";"2026-01-19";1
"SHP000324";"ORD006295";"W016";"";"2025-02-21";"2025-03-01";886.49;"Delivered";"2025-02-21";"2025-03-01";1
"SHP000325";"ORD009940";"W050";"Delhivery";"2025-07-13";"";829.75;"In Transit";"2025-07-13";"";1
"SHP000326";"ORD008448";"W031";"Blue Dart";"2025-09-18";"2025-09-20";49629.65;"Delivered";"2025-09-18";"2025-09-20";1
"SHP000327";"ORD002475";"W018";"XpressBees";"2024-10-06";"2024-10-09";894.59;"Delivered";"2024-10-06";"2024-10-09";1
"SHP000328";"ORD010935";"W009";"Ekart";"2024-11-04";"2024-11-21";1675.42;"Delivered";"2024-11-04";"2024-11-21";1
"SHP000329";"ORD014427";"W044";"Delhivery";"2023-07-04";"";45037.26;"In Transit";"2023-07-04";"";1
"SHP000330";"ORD001845";"W019";"DTDC";"2024-05-07";"2024-05-19";1892.39;"Delivered";"2024-05-07";"2024-05-19";1
"SHP000331";"ORD001640";"W009";"Blue Dart";"2023-09-02";"2023-09-18";35754.41;"Delivered";"2023-09-02";"2023-09-18";1
"SHP000332";"ORD000975";"W029";"Blue Dart";"2024-07-21";"2024-08-07";900.66;"Delivered";"2024-07-21";"2024-08-07";1
"SHP000333";"";"W023";"XpressBees";"2024-10-26";"2024-11-19";727.99;"Delivered";"2024-10-26";"2024-11-19";1
"SHP000334";"ORD002934";"W038";"Delhivery";"2025-06-18";"";1529.17;"In Transit";"2025-06-18";"";1
"SHP000335";"ORD012823";"W001";"Delhivery";"2024-11-17";"2024-12-09";1214.97;"Delayed";"2024-11-17";"2024-12-09";1
"SHP000336";"ORD010737";"W047";"Shadowfax";"2023-10-22";"2023-11-08";280.33;"Delivered";"2023-10-22";"2023-11-08";1
"SHP000337";"ORD013487";"W025";"Ekart";"2025-12-20";"2026-01-13";1616.67;"Delivered";"2025-12-20";"2026-01-13";1
"SHP000338";"ORD014193";"W024";"DTDC";"2024-11-22";"2024-12-20";792.16;"Delivered";"2024-11-22";"2024-12-20";1
"SHP000339";"ORD010109";"W048";"FedEx";"2024-11-27";"2024-12-27";158.65;"Delayed";"2024-11-27";"2024-12-27";1
"SHP000340";"ORD012679";"W045";"Ekart";"2025-08-28";"2025-09-12";1912.1;"Delivered";"2025-08-28";"2025-09-12";1
"SHP000341";"ORD009627";"W050";"DTDC";"2024-05-13";"2024-06-07";1224.84;"Delivered";"2024-05-13";"2024-06-07";1
"SHP000342";"ORD006221";"W023";"Ekart";"2023-03-28";"2023-04-07";209.67;"Delivered";"2023-03-28";"2023-04-07";1
"SHP000343";"ORD000357";"W004";"Blue Dart";"2023-03-02";"2023-03-26";490.03;"Delivered";"2023-03-02";"2023-03-26";1
"SHP000344";"ORD003896";"W021";"FedEx";"2025-11-22";"2025-11-29";787.63;"Delivered";"2025-11-22";"2025-11-29";1
"SHP000345";"ORD002420";"W043";"Shadowfax";"2023-03-07";"2023-03-14";610.04;"Delivered";"2023-03-07";"2023-03-14";1
"SHP000346";"ORD000496";"W007";"Ekart";"2024-02-14";"2024-03-06";70885.31;"Delivered";"2024-02-14";"2024-03-06";1
"SHP000347";"ORD008441";"W001";"FedEx";"2025-04-28";"2025-05-10";425.13;"Delivered";"2025-04-28";"2025-05-10";1
"SHP000348";"ORD003356";"W002";"FedEx";"2023-06-06";"2023-06-24";1216.16;"Delivered";"2023-06-06";"2023-06-24";1
"SHP000349";"ORD013802";"W043";"DTDC";"2024-02-08";"";582.2;"In Transit";"2024-02-08";"";1
"SHP000350";"ORD004680";"W040";"FedEx";"2025-12-18";"2025-12-21";638.85;"Delivered";"2025-12-18";"2025-12-21";1
"SHP000351";"ORD013679";"W049";"Delhivery";"2024-04-19";"2024-05-17";662.99;"Delivered";"2024-04-19";"2024-05-17";1
"SHP000352";"ORD003933";"W006";"";"2025-09-30";"2025-10-22";948.9;"Delivered";"2025-09-30";"2025-10-22";1
"SHP000353";"ORD008807";"W036";"FedEx";"2025-01-06";"2025-01-15";466.53;"Delivered";"2025-01-06";"2025-01-15";1
"SHP000354";"ORD006436";"W020";"XpressBees";"2025-06-22";"2025-07-08";379.77;"Delivered";"2025-06-22";"2025-07-08";1
"SHP000355";"";"W022";"XpressBees";"2023-04-22";"2023-04-29";1672.04;"Delivered";"2023-04-22";"2023-04-29";1
"SHP000356";"ORD008328";"W045";"Shadowfax";"2025-11-28";"2025-12-12";543.05;"Delivered";"2025-11-28";"2025-12-12";1
"SHP000357";"ORD013386";"W020";"Blue Dart";"2025-04-28";"2025-05-05";1697.24;"Delayed";"2025-04-28";"2025-05-05";1
"SHP000358";"ORD012855";"W002";"Blue Dart";"2025-11-21";"2025-12-09";599.79;"Delivered";"2025-11-21";"2025-12-09";1
"SHP000359";"ORD008939";"W016";"DTDC";"2025-11-19";"2025-11-21";1873.29;"Delivered";"2025-11-19";"2025-11-21";1
"SHP000360";"ORD013308";"W029";"Ekart";"2023-08-08";"";30425.74;"Lost";"2023-08-08";"";1
"SHP000361";"ORD007185";"W048";"FedEx";"2024-08-15";"";561.25;"In Transit";"2024-08-15";"";1
"SHP000362";"ORD009183";"W001";"DTDC";"2025-03-03";"2025-03-26";384.0;"Delivered";"2025-03-03";"2025-03-26";1
"SHP000363";"ORD000686";"W016";"Shadowfax";"2023-03-10";"2023-03-11";1606.82;"Delivered";"2023-03-10";"2023-03-11";1
"SHP000364";"ORD005284";"W021";"Ekart";"2023-04-11";"2023-04-20";1582.79;"Delayed";"2023-04-11";"2023-04-20";1
"SHP000365";"ORD009180";"W032";"";"2025-10-04";"2025-11-03";663.42;"Delivered";"2025-10-04";"2025-11-03";1
"SHP000366";"ORD011621";"W046";"Gati";"2024-07-22";"2024-08-19";501.02;"Delayed";"2024-07-22";"2024-08-19";1
"SHP000367";"ORD008495";"W034";"Gati";"2025-09-14";"2025-09-30";1489.57;"Delivered";"2025-09-14";"2025-09-30";1
"SHP000368";"ORD013119";"W044";"Gati";"2024-07-23";"2024-07-24";643.31;"Delivered";"2024-07-23";"2024-07-24";1
"SHP000369";"ORD008660";"W019";"XpressBees";"2024-12-02";"2024-12-25";431.55;"Delivered";"2024-12-02";"2024-12-25";1
"SHP000370";"ORD001054";"W014";"";"2025-07-17";"";151.26;"In Transit";"2025-07-17";"";1
"SHP000371";"ORD000417";"W022";"XpressBees";"2024-06-10";"2024-06-20";1270.08;"Delivered";"2024-06-10";"2024-06-20";1
"SHP000372";"ORD004636";"W047";"Blue Dart";"2024-03-31";"";1847.32;"In Transit";"2024-03-31";"";1
"SHP000373";"ORD011211";"W015";"FedEx";"2023-03-20";"";55.05;"In Transit";"2023-03-20";"";1
"SHP000374";"ORD007884";"W037";"FedEx";"2025-04-06";"2025-05-06";963.76;"Delivered";"2025-04-06";"2025-05-06";1
"SHP000375";"ORD006062";"W036";"Shadowfax";"2025-04-06";"";1426.81;"In Transit";"2025-04-06";"";1
"SHP000376";"ORD005351";"W041";"Ekart";"2025-01-21";"2025-02-18";1666.58;"Delayed";"2025-01-21";"2025-02-18";1
"SHP000377";"ORD001423";"W041";"Delhivery";"2025-05-07";"2025-05-09";432.5;"Delayed";"2025-05-07";"2025-05-09";1
"SHP000378";"ORD011139";"W005";"Blue Dart";"2025-08-07";"2025-08-21";689.9;"Delivered";"2025-08-07";"2025-08-21";1
"SHP000379";"ORD005611";"W042";"Blue Dart";"2025-06-15";"2025-07-04";1059.92;"Delivered";"2025-06-15";"2025-07-04";1
"SHP000380";"ORD010348";"W002";"XpressBees";"2023-05-14";"2023-06-08";660.67;"Delivered";"2023-05-14";"2023-06-08";1
"SHP000381";"ORD002332";"W038";"Shadowfax";"2025-11-29";"";1581.38;"In Transit";"2025-11-29";"";1
"SHP000382";"";"W015";"Gati";"2024-03-13";"2024-04-12";20093.2;"Delivered";"2024-03-13";"2024-04-12";1
"SHP000383";"ORD004900";"W029";"DTDC";"2025-09-10";"2025-10-02";931.79;"Delivered";"2025-09-10";"2025-10-02";1
"SHP000384";"ORD012243";"W017";"Gati";"2023-06-29";"2023-07-24";42444.01;"Delivered";"2023-06-29";"2023-07-24";1
"SHP000385";"ORD011496";"W021";"FedEx";"2025-03-13";"2025-03-28";637.98;"Delayed";"2025-03-13";"2025-03-28";1
"SHP000386";"ORD002323";"W031";"Shadowfax";"2024-04-26";"2024-04-28";1646.76;"Delivered";"2024-04-26";"2024-04-28";1
"SHP000387";"ORD009403";"W047";"DTDC";"2023-11-21";"2023-11-26";413.16;"Delivered";"2023-11-21";"2023-11-26";1
"SHP000388";"ORD013351";"W023";"Gati";"2025-11-01";"2025-11-10";335.89;"Delayed";"2025-11-01";"2025-11-10";1
"SHP000389";"";"W015";"Ekart";"2024-06-20";"2024-07-12";1702.98;"Delivered";"2024-06-20";"2024-07-12";1
"SHP000390";"";"W044";"Gati";"2023-11-26";"2023-12-24";1723.69;"Delayed";"2023-11-26";"2023-12-24";1
"SHP000391";"ORD009072";"W050";"FedEx";"2025-12-01";"2025-12-12";1700.5;"Delayed";"2025-12-01";"2025-12-12";1
"SHP000392";"ORD006271";"W016";"Delhivery";"2025-08-12";"2025-09-02";1045.52;"Delivered";"2025-08-12";"2025-09-02";1
"SHP000393";"ORD012599";"W006";"Blue Dart";"2025-11-27";"";120.99;"In Transit";"2025-11-27";"";1
"SHP000394";"ORD007642";"W035";"FedEx";"2023-09-27";"";889.25;"In Transit";"2023-09-27";"";1
"SHP000395";"ORD008645";"W014";"Shadowfax";"2023-11-12";"2023-12-07";262.44;"Delivered";"2023-11-12";"2023-12-07";1
"SHP000396";"ORD014341";"W041";"FedEx";"2024-12-11";"2024-12-13";777.12;"Delivered";"2024-12-11";"2024-12-13";1
"SHP000397";"ORD003697";"W038";"XpressBees";"2024-03-05";"2024-03-16";965.57;"Delivered";"2024-03-05";"2024-03-16";1
"SHP000398";"ORD007222";"W038";"Delhivery";"2023-02-20";"2023-03-13";1953.31;"Delivered";"2023-02-20";"2023-03-13";1
"SHP000399";"ORD009467";"W037";"Shadowfax";"2023-05-01";"";994.91;"In Transit";"2023-05-01";"";1
"SHP000400";"ORD012898";"W048";"DTDC";"2025-05-23";"2025-06-12";555.34;"Delivered";"2025-05-23";"2025-06-12";1
"SHP000401";"ORD005499";"W006";"XpressBees";"2024-03-29";"2024-04-26";1674.68;"Delivered";"2024-03-29";"2024-04-26";1
"SHP000402";"ORD013902";"W040";"Delhivery";"2023-02-12";"";1948.8;"Lost";"2023-02-12";"";1
"SHP000403";"ORD008615";"W010";"";"2024-12-28";"2025-01-24";717.26;"Delivered";"2024-12-28";"2025-01-24";1
"SHP000404";"ORD012637";"W034";"Gati";"2024-12-27";"2025-01-12";290.63;"Delivered";"2024-12-27";"2025-01-12";1
"SHP000405";"ORD000894";"W003";"Blue Dart";"2024-05-26";"2024-06-07";702.01;"Delivered";"2024-05-26";"2024-06-07";1
"SHP000406";"ORD014915";"W035";"Blue Dart";"2024-11-06";"2024-11-22";612.62;"Delayed";"2024-11-06";"2024-11-22";1
